id,選手名,年,所属,試合数,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
272,大場翔太,2013,福岡ソフトバンク,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
272,大場翔太,2014,福岡ソフトバンク,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
273,若松駿太,2014,中日,7,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.333
273,若松駿太,2015,中日,23,47,41,0,3,0,0,0,3,1,0,0,4,0,2,0,24,0,0.073,0.073,0.116
273,若松駿太,2016,中日,15,30,24,0,2,0,0,0,2,1,0,0,4,1,1,0,12,1,0.083,0.083,0.115
274,小熊凌祐,2011,中日,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
274,小熊凌祐,2012,中日,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
274,小熊凌祐,2013,中日,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
274,小熊凌祐,2014,中日,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
274,小熊凌祐,2015,中日,13,10,8,1,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0.000,0.000,0.111
274,小熊凌祐,2016,中日,7,11,10,0,2,1,0,0,3,0,0,0,0,0,1,0,5,0,0.200,0.300,0.273
275,伊藤準規,2009,中日,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
275,伊藤準規,2010,中日,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
275,伊藤準規,2011,中日,9,14,13,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0.077,0.077,0.077
275,伊藤準規,2012,中日,2,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0.333,0.333,0.333
275,伊藤準規,2014,中日,9,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0.000,0.000,0.100
275,伊藤準規,2015,中日,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
275,伊藤準規,2016,中日,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
276,セプティモ,2016,中日,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
277,ジョーダン,2016,中日,14,24,23,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0.000,0.000,0.000
279,松井雅人,2010,中日,13,15,14,0,1,0,0,0,1,0,0,0,0,0,1,0,8,0,0.071,0.071,0.133
279,松井雅人,2011,中日,10,13,11,2,3,0,0,0,3,0,0,0,2,0,0,0,4,0,0.273,0.273,0.273
279,松井雅人,2012,中日,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.000,0.000,0.333
279,松井雅人,2013,中日,45,72,63,4,9,2,0,0,11,3,1,0,3,0,6,0,15,0,0.143,0.175,0.217
279,松井雅人,2014,中日,67,162,142,10,25,3,1,1,33,4,3,1,4,0,16,0,47,3,0.176,0.232,0.259
279,松井雅人,2015,中日,51,146,133,4,18,4,0,0,22,7,2,1,6,0,5,2,43,3,0.135,0.165,0.179
280,加藤匠馬,2015,中日,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
280,加藤匠馬,2016,中日,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
281,桂依央利,2015,中日,47,113,105,8,24,1,1,2,33,7,1,0,5,0,3,0,33,2,0.229,0.314,0.250
281,桂依央利,2016,中日,46,133,118,7,20,2,0,3,31,11,0,0,5,1,7,2,32,2,0.169,0.263,0.227
282,杉山翔大,2015,中日,64,161,153,8,28,3,0,3,40,17,1,1,3,0,3,2,33,3,0.183,0.261,0.209
282,杉山翔大,2016,中日,60,173,154,16,42,8,3,1,59,16,0,1,4,0,13,2,33,3,0.273,0.383,0.337
283,武山真吾,2008,横浜,33,81,74,2,17,3,0,0,20,5,0,0,3,0,3,1,23,1,0.230,0.270,0.269
283,武山真吾,2009,横浜,49,130,120,7,29,5,0,0,34,5,1,1,2,0,7,1,35,2,0.242,0.283,0.289
283,武山真吾,2010,横浜,95,298,257,15,48,8,2,1,63,22,0,0,16,2,20,1,56,5,0.187,0.245,0.246
283,武山真吾,2011,横浜,46,102,88,4,11,3,0,1,17,5,0,0,6,1,4,3,26,4,0.125,0.193,0.188
283,武山真吾,2013,埼玉西武,19,16,15,2,1,0,0,0,1,2,0,0,0,0,0,1,6,0,0.067,0.067,0.125
283,武山真吾,2014,埼玉西武,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
283,武山真吾,2014,中日,33,72,63,4,8,0,0,1,11,5,0,0,4,1,3,1,15,1,0.127,0.175,0.176
283,武山真吾,2015,中日,11,27,22,1,2,0,0,0,2,0,0,0,1,0,4,0,8,1,0.091,0.091,0.231
283,武山真吾,2016,中日,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000
284,赤田龍一郎,2013,中日,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
284,赤田龍一郎,2014,中日,2,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0.000,0.000,0.000
284,赤田龍一郎,2015,中日,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
285,エルナンデス,2014,中日,86,304,279,34,73,14,1,5,104,32,2,1,3,2,19,1,58,4,0.262,0.373,0.309
285,エルナンデス,2015,中日,138,548,498,54,135,27,2,11,199,58,5,3,10,4,35,0,106,13,0.271,0.400,0.317
285,エルナンデス,2016,中日,31,124,117,11,27,5,0,3,41,11,1,0,1,0,6,0,35,2,0.231,0.350,0.268
286,荒木雅博,1997,中日,63,74,67,9,12,2,0,0,14,2,12,4,5,0,1,1,16,1,0.179,0.209,0.203
286,荒木雅博,1998,中日,7,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000
286,荒木雅博,1999,中日,16,4,4,4,1,0,0,0,1,0,1,3,0,0,0,0,1,0,0.250,0.250,0.250
286,荒木雅博,2000,中日,40,12,10,11,2,0,0,0,2,3,3,0,0,2,0,0,4,0,0.200,0.200,0.167
286,荒木雅博,2001,中日,111,304,272,53,92,12,1,4,118,23,13,9,10,1,20,1,48,3,0.338,0.434,0.384
286,荒木雅博,2002,中日,131,445,406,43,105,7,1,2,120,18,16,4,25,2,9,3,59,8,0.259,0.296,0.279
286,荒木雅博,2003,中日,133,472,417,42,99,13,5,3,131,41,16,8,24,3,25,3,68,6,0.237,0.314,0.283
286,荒木雅博,2004,中日,138,640,602,93,176,23,1,3,210,44,39,9,7,3,26,2,87,7,0.292,0.349,0.322
286,荒木雅博,2005,中日,145,674,623,88,181,22,3,2,215,41,42,11,6,4,36,5,74,13,0.291,0.345,0.332
286,荒木雅博,2006,中日,112,506,464,69,139,19,1,2,166,31,30,7,15,0,26,1,49,8,0.300,0.358,0.338
286,荒木雅博,2007,中日,113,510,457,66,120,15,0,1,138,25,31,6,30,1,22,0,55,8,0.263,0.302,0.296
286,荒木雅博,2008,中日,130,591,538,64,131,15,2,4,162,28,32,7,15,1,35,2,81,8,0.243,0.301,0.292
286,荒木雅博,2009,中日,140,631,582,80,157,21,1,2,186,38,37,14,19,1,25,4,70,14,0.270,0.320,0.304
286,荒木雅博,2010,中日,136,625,579,65,170,29,5,3,218,39,20,8,5,1,38,2,73,8,0.294,0.377,0.339
286,荒木雅博,2011,中日,135,593,543,58,143,20,2,2,173,24,18,9,10,1,36,3,73,4,0.263,0.319,0.312
286,荒木雅博,2012,中日,129,569,510,50,128,21,1,3,160,31,12,4,36,2,19,2,65,4,0.251,0.314,0.280
286,荒木雅博,2013,中日,105,384,338,35,75,9,0,0,84,19,12,6,18,2,25,1,33,10,0.222,0.249,0.276
286,荒木雅博,2014,中日,109,471,395,46,106,17,2,1,130,21,17,1,33,1,39,3,63,7,0.268,0.329,0.338
286,荒木雅博,2015,中日,97,238,211,23,53,10,0,0,63,13,9,1,6,1,20,0,31,1,0.251,0.299,0.315
286,荒木雅博,2016,中日,68,246,219,18,51,5,0,1,59,10,9,0,11,0,13,3,29,7,0.233,0.269,0.285
287,高橋周平,2012,中日,41,73,71,5,11,1,0,2,18,3,0,0,0,0,2,0,18,2,0.155,0.254,0.178
287,高橋周平,2013,中日,66,212,197,19,49,13,1,5,79,27,0,0,2,1,11,1,34,2,0.249,0.401,0.290
287,高橋周平,2014,中日,61,156,144,14,37,8,1,6,65,14,0,0,2,2,8,0,29,2,0.257,0.451,0.292
287,高橋周平,2015,中日,51,172,154,10,32,6,1,4,52,18,2,1,1,0,16,1,42,5,0.208,0.338,0.287
287,高橋周平,2016,中日,28,117,105,15,29,7,1,3,47,13,0,0,0,0,10,2,27,1,0.276,0.448,0.350
289,森野将彦,1997,中日,13,22,22,2,3,1,0,1,7,1,0,0,0,0,0,0,8,2,0.136,0.318,0.136
289,森野将彦,2000,中日,28,46,45,3,7,0,1,2,15,6,0,0,0,1,0,0,9,0,0.156,0.333,0.152
289,森野将彦,2001,中日,40,59,58,4,11,3,0,0,14,2,0,0,0,0,1,0,13,1,0.190,0.241,0.203
289,森野将彦,2002,中日,84,211,191,20,43,12,0,5,70,14,0,1,4,0,15,1,42,4,0.225,0.366,0.285
289,森野将彦,2003,中日,89,239,225,30,61,11,0,6,90,33,1,0,2,0,12,0,36,4,0.271,0.400,0.308
289,森野将彦,2004,中日,80,180,162,14,44,8,1,4,66,21,0,1,2,2,14,0,34,2,0.272,0.407,0.326
289,森野将彦,2005,中日,118,388,358,42,96,26,1,9,151,46,2,1,1,2,25,2,70,11,0.268,0.422,0.318
289,森野将彦,2006,中日,110,469,428,58,120,19,0,10,169,52,0,1,8,5,26,2,53,8,0.280,0.395,0.321
289,森野将彦,2007,中日,142,607,530,75,156,29,2,18,243,97,1,3,8,6,59,4,93,14,0.294,0.458,0.366
289,森野将彦,2008,中日,96,412,358,63,115,25,1,19,199,59,1,0,3,5,46,0,60,4,0.321,0.556,0.394
289,森野将彦,2009,中日,144,632,546,83,158,42,3,23,275,109,4,1,1,5,72,8,95,12,0.289,0.504,0.377
289,森野将彦,2010,中日,144,626,547,85,179,45,2,22,294,84,2,3,2,7,64,6,77,16,0.327,0.537,0.399
289,森野将彦,2011,中日,142,595,508,46,118,19,0,10,167,45,0,0,13,5,64,5,89,9,0.232,0.329,0.321
289,森野将彦,2012,中日,124,494,434,45,108,23,1,6,151,50,1,0,4,4,49,3,68,13,0.249,0.348,0.327
289,森野将彦,2013,中日,134,457,399,53,114,20,1,16,184,51,1,0,2,2,54,0,61,10,0.286,0.461,0.369
289,森野将彦,2014,中日,141,588,507,64,146,34,0,13,219,86,3,0,5,6,69,1,66,20,0.288,0.432,0.370
289,森野将彦,2015,中日,82,252,206,25,54,8,0,0,62,10,2,0,3,3,37,3,38,0,0.262,0.301,0.378
289,森野将彦,2016,中日,24,39,31,3,8,2,0,1,13,9,0,0,0,0,8,0,6,0,0.258,0.419,0.410
290,石川駿,2016,中日,2,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.000,0.000,0.000
291,遠藤一星,2015,中日,41,165,140,16,38,4,0,4,54,14,3,3,4,3,11,7,25,1,0.271,0.386,0.348
291,遠藤一星,2016,中日,20,55,47,6,10,3,0,0,13,2,1,1,2,0,4,2,5,0,0.213,0.277,0.302
293,三ツ俣大樹,2012,オリックス,9,23,21,2,5,2,0,0,7,0,0,0,1,0,1,0,6,0,0.238,0.333,0.273
293,三ツ俣大樹,2013,オリックス,21,14,10,2,1,1,0,0,2,2,0,0,1,0,3,0,4,0,0.100,0.200,0.308
293,三ツ俣大樹,2014,オリックス,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
293,三ツ俣大樹,2014,中日,29,41,36,3,5,0,1,1,10,4,0,0,4,1,0,0,10,1,0.139,0.278,0.135
293,三ツ俣大樹,2015,中日,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
293,三ツ俣大樹,2016,中日,15,19,16,1,2,0,0,0,2,0,0,0,2,0,1,0,4,0,0.125,0.125,0.176
294,溝脇隼人,2014,中日,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.200,0.200,0.200
295,亀澤恭平,2015,中日,107,376,331,30,89,6,2,0,99,12,9,8,27,1,15,2,44,3,0.269,0.299,0.304
295,亀澤恭平,2016,中日,46,112,101,11,25,4,0,0,29,4,4,2,2,1,8,0,16,1,0.248,0.287,0.300
296,福田永将,2009,中日,17,18,16,2,3,1,0,1,7,1,0,0,0,0,2,0,7,0,0.188,0.438,0.278
296,福田永将,2010,中日,15,13,12,1,2,0,0,0,2,0,0,0,0,0,0,1,6,0,0.167,0.167,0.231
296,福田永将,2011,中日,12,17,17,3,4,0,0,2,10,2,0,0,0,0,0,0,7,1,0.235,0.588,0.235
296,福田永将,2012,中日,49,53,51,2,9,1,0,1,13,2,0,1,0,0,1,1,20,0,0.176,0.255,0.208
296,福田永将,2013,中日,4,7,7,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0.286,0.286,0.286
296,福田永将,2014,中日,10,12,12,1,3,1,0,0,4,0,0,0,0,0,0,0,4,1,0.250,0.333,0.250
296,福田永将,2015,中日,79,185,169,12,41,6,2,6,69,23,0,0,0,2,14,0,62,7,0.243,0.408,0.297
296,福田永将,2016,中日,35,111,96,12,29,2,0,5,46,17,0,0,0,2,10,3,13,2,0.302,0.479,0.378
297,堂上直倫,2008,中日,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
297,堂上直倫,2009,中日,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
297,堂上直倫,2010,中日,82,301,259,23,68,12,1,5,97,30,0,0,14,1,25,2,35,11,0.263,0.375,0.331
297,堂上直倫,2011,中日,62,123,115,6,24,4,0,2,34,10,0,0,3,0,4,1,18,5,0.209,0.296,0.242
297,堂上直倫,2012,中日,116,182,167,5,35,8,0,0,43,11,1,0,8,1,5,1,34,6,0.210,0.257,0.236
297,堂上直倫,2013,中日,74,170,152,5,26,2,1,1,33,12,1,0,8,3,6,1,15,3,0.171,0.217,0.204
297,堂上直倫,2014,中日,90,261,237,19,54,4,1,1,63,17,1,0,11,3,10,0,45,8,0.228,0.266,0.256
297,堂上直倫,2015,中日,43,43,38,3,6,0,0,1,9,1,0,0,1,0,4,0,8,0,0.158,0.237,0.238
297,堂上直倫,2016,中日,80,318,281,26,72,17,2,3,102,31,1,1,14,2,21,0,47,9,0.256,0.363,0.306
298,谷哲也,2009,中日,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
298,谷哲也,2010,中日,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.000,0.000,0.000
298,谷哲也,2011,中日,2,6,6,0,2,1,0,0,3,0,0,0,0,0,0,0,3,0,0.333,0.500,0.333
298,谷哲也,2012,中日,11,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.200,0.200,0.200
298,谷哲也,2013,中日,10,26,21,1,2,2,0,0,4,0,0,0,5,0,0,0,9,1,0.095,0.190,0.095
298,谷哲也,2014,中日,59,131,118,7,28,13,1,0,43,10,0,1,6,1,6,0,23,0,0.237,0.364,0.272
298,谷哲也,2015,中日,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
298,谷哲也,2016,中日,37,73,65,2,13,2,0,0,15,6,1,0,1,0,7,0,14,4,0.200,0.231,0.278
299,友永翔太,2015,中日,7,20,18,0,1,0,0,0,1,0,2,0,1,0,1,0,7,1,0.056,0.056,0.105
299,友永翔太,2016,中日,8,7,6,1,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0.167,0.167,0.167
300,藤井淳志,2006,中日,40,44,41,10,6,2,0,0,8,0,1,1,2,0,0,1,7,0,0.146,0.195,0.167
300,藤井淳志,2007,中日,76,71,64,14,13,3,0,1,19,5,7,2,4,1,2,0,19,0,0.203,0.297,0.224
300,藤井淳志,2008,中日,40,39,35,10,6,1,0,2,13,2,2,1,3,0,1,0,9,0,0.171,0.371,0.194
300,藤井淳志,2009,中日,114,438,401,50,120,26,1,10,178,49,15,1,11,2,23,1,79,4,0.299,0.444,0.337
300,藤井淳志,2010,中日,63,184,166,17,39,6,3,1,54,8,3,1,9,1,7,1,38,1,0.235,0.325,0.269
300,藤井淳志,2011,中日,20,58,50,7,12,2,0,0,14,3,1,0,5,0,1,2,13,1,0.240,0.280,0.283
300,藤井淳志,2012,中日,54,62,56,5,11,2,0,0,13,3,1,1,1,1,4,0,13,1,0.196,0.232,0.246
300,藤井淳志,2013,中日,108,259,238,27,72,10,0,6,100,19,5,2,2,3,14,2,53,4,0.303,0.420,0.342
300,藤井淳志,2014,中日,88,300,266,35,73,13,3,6,110,36,2,2,6,2,25,1,55,2,0.274,0.414,0.337
300,藤井淳志,2015,中日,118,315,275,28,81,9,3,6,114,45,3,0,11,4,23,2,69,4,0.295,0.415,0.349
300,藤井淳志,2016,中日,57,129,120,14,26,3,1,3,40,13,0,0,3,1,5,0,32,2,0.217,0.333,0.246
301,平田良介,2006,中日,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
301,平田良介,2007,中日,3,13,12,1,4,0,0,0,4,3,0,1,0,0,0,1,4,0,0.333,0.333,0.385
301,平田良介,2008,中日,59,111,97,9,26,3,0,1,32,9,0,1,5,2,6,1,25,4,0.268,0.330,0.311
301,平田良介,2009,中日,42,95,85,13,23,7,3,2,42,9,0,0,0,1,8,1,19,2,0.271,0.494,0.337
301,平田良介,2010,中日,6,12,12,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0.083,0.083,0.083
301,平田良介,2011,中日,113,376,330,39,84,15,6,11,144,38,1,2,7,0,38,1,72,10,0.255,0.436,0.333
301,平田良介,2012,中日,91,301,269,28,58,4,1,11,97,32,1,0,1,2,28,1,59,9,0.216,0.361,0.290
301,平田良介,2013,中日,118,414,367,54,106,22,3,15,179,55,1,2,1,1,41,4,54,13,0.289,0.488,0.366
301,平田良介,2014,中日,119,488,429,55,119,17,1,11,171,65,7,2,0,4,54,1,65,13,0.277,0.399,0.357
301,平田良介,2015,中日,130,559,491,76,139,27,3,13,211,53,11,7,1,0,64,3,86,5,0.283,0.430,0.369
301,平田良介,2016,中日,73,308,257,44,70,18,1,10,120,48,2,1,0,3,46,2,49,5,0.272,0.467,0.383
302,大島洋平,2010,中日,104,374,314,35,81,10,4,0,99,17,8,4,27,2,29,2,52,2,0.258,0.315,0.323
302,大島洋平,2011,中日,96,355,300,25,73,6,4,3,96,18,8,2,19,2,29,5,50,3,0.243,0.320,0.318
302,大島洋平,2012,中日,144,631,555,83,172,19,5,1,204,13,32,17,17,0,46,13,80,7,0.310,0.368,0.376
302,大島洋平,2013,中日,140,555,499,68,124,18,2,3,155,27,19,9,10,3,37,6,69,2,0.248,0.311,0.306
302,大島洋平,2014,中日,141,642,585,92,186,18,2,2,214,28,28,12,6,2,43,6,56,3,0.318,0.366,0.369
302,大島洋平,2015,中日,142,620,565,70,147,20,4,6,193,27,22,8,10,1,39,5,65,5,0.260,0.342,0.313
302,大島洋平,2016,中日,87,396,351,47,100,15,7,2,135,19,11,7,4,1,35,5,41,3,0.285,0.385,0.357
303,井領雅貴,2015,中日,9,7,7,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0.000,0.000,0.000
303,井領雅貴,2016,中日,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000
304,野本圭,2009,中日,64,191,175,17,44,6,1,2,58,13,1,0,6,0,6,4,34,3,0.251,0.331,0.292
304,野本圭,2010,中日,118,277,238,17,52,7,2,4,75,27,0,1,9,3,26,1,53,3,0.218,0.315,0.295
304,野本圭,2011,中日,78,174,159,18,36,8,2,2,54,15,0,0,2,1,6,6,40,3,0.226,0.340,0.279
304,野本圭,2012,中日,49,73,68,6,18,3,0,0,21,5,0,0,0,0,4,1,12,0,0.265,0.309,0.315
304,野本圭,2013,中日,14,19,18,0,3,0,0,0,3,2,0,0,1,0,0,0,7,0,0.167,0.167,0.167
304,野本圭,2014,中日,45,72,63,5,14,4,0,1,21,13,0,0,1,1,5,2,10,2,0.222,0.333,0.296
304,野本圭,2015,中日,10,16,14,1,2,1,0,0,3,0,0,0,0,0,2,0,6,0,0.143,0.214,0.250
304,野本圭,2016,中日,38,45,39,1,7,2,0,0,9,6,0,0,0,2,4,0,9,1,0.179,0.231,0.244
305,古本武尊,2014,中日,16,20,18,0,3,0,0,0,3,0,0,0,1,0,1,0,7,0,0.167,0.167,0.211
306,松井佑介,2010,中日,35,56,55,2,16,2,0,0,18,3,0,0,0,0,1,0,15,1,0.291,0.327,0.304
306,松井佑介,2011,中日,4,8,8,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0.125,0.125,0.125
306,松井佑介,2012,中日,42,67,65,5,15,4,0,1,22,6,0,1,2,0,0,0,13,0,0.231,0.338,0.231
306,松井佑介,2013,中日,43,91,81,7,14,3,0,1,20,11,0,0,5,2,2,1,16,3,0.173,0.247,0.198
306,松井佑介,2014,中日,52,102,96,11,24,7,0,2,37,6,1,0,2,0,2,2,27,3,0.250,0.385,0.280
306,松井佑介,2015,中日,30,32,31,0,6,0,0,0,6,0,0,0,1,0,0,0,6,0,0.194,0.194,0.194
306,松井佑介,2016,中日,8,14,14,1,3,2,0,0,5,0,0,0,0,0,0,0,6,0,0.214,0.357,0.214
307,ナニータ,2015,中日,52,169,156,9,48,12,0,0,60,15,1,0,1,1,9,2,24,4,0.308,0.385,0.351
307,ナニータ,2016,中日,81,301,284,32,84,15,0,8,123,32,0,1,0,3,12,2,51,7,0.296,0.433,0.326
308,工藤隆人,2005,北海道日本ハム,5,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.000,0.000,0.000
308,工藤隆人,2007,北海道日本ハム,72,231,215,23,62,6,4,0,76,17,9,1,3,0,12,1,44,0,0.288,0.353,0.329
308,工藤隆人,2008,北海道日本ハム,104,233,199,20,51,11,1,0,64,12,8,3,18,1,9,6,42,0,0.256,0.322,0.307
308,工藤隆人,2009,読売,49,56,51,12,13,2,1,0,17,1,1,0,2,0,2,1,18,0,0.255,0.333,0.296
308,工藤隆人,2010,読売,40,30,26,3,6,0,0,0,6,2,0,0,0,0,0,4,11,0,0.231,0.231,0.333
308,工藤隆人,2011,千葉ロッテ,53,112,100,7,20,3,1,0,25,5,3,1,5,0,4,3,21,0,0.200,0.250,0.252
308,工藤隆人,2012,千葉ロッテ,24,6,6,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.167,0.167,0.167
308,工藤隆人,2014,中日,46,46,39,9,12,3,0,1,18,8,1,2,1,1,4,1,11,1,0.308,0.462,0.378
308,工藤隆人,2015,中日,13,7,6,2,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0.167,0.167,0.286
308,工藤隆人,2016,中日,45,32,27,4,6,0,0,0,6,2,1,1,1,0,1,3,7,0,0.222,0.222,0.323
309,ビシエド,2016,中日,87,370,325,55,94,20,0,19,171,59,0,0,0,3,36,6,54,8,0.289,0.526,0.368
310,赤坂和幸,2008,中日,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
310,赤坂和幸,2015,中日,35,49,43,2,14,2,0,0,16,8,2,0,0,0,6,0,8,0,0.326,0.372,0.408
310,赤坂和幸,2016,中日,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000
311,川崎貴弘,2013,中日,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
322,多村仁志,1997,横浜,18,27,26,2,7,1,0,1,11,4,0,0,0,1,0,0,9,0,0.269,0.423,0.259
322,多村仁志,2000,横浜,84,245,226,21,58,6,1,7,87,29,2,0,0,2,13,4,64,3,0.257,0.385,0.306
322,多村仁志,2001,横浜,33,54,43,8,7,2,0,1,12,2,0,0,0,0,8,2,15,1,0.163,0.279,0.321
322,多村仁志,2002,横浜,81,196,183,23,43,8,0,5,66,16,3,1,2,0,9,2,54,1,0.235,0.361,0.278
322,多村仁志,2003,横浜,91,260,242,29,71,12,0,18,137,46,14,7,1,0,12,5,65,7,0.293,0.566,0.340
322,多村仁志,2004,横浜,123,492,449,80,137,19,2,40,280,100,10,7,1,1,39,2,126,8,0.305,0.624,0.363
322,多村仁志,2005,横浜,117,499,450,71,137,26,2,31,260,79,2,4,0,1,43,4,108,6,0.304,0.578,0.369
322,多村仁志,2006,横浜,39,145,127,24,35,3,0,8,62,20,5,1,0,1,14,3,29,5,0.276,0.488,0.359
322,多村仁志,2007,福岡ソフトバンク,132,553,509,61,138,28,3,13,211,68,3,2,2,1,38,3,117,8,0.271,0.415,0.325
322,多村仁志,2008,福岡ソフトバンク,39,158,149,17,45,6,1,3,62,15,0,1,0,1,6,2,29,6,0.302,0.416,0.335
322,多村仁志,2009,福岡ソフトバンク,93,338,308,39,87,17,1,17,157,57,0,1,0,4,22,4,66,11,0.282,0.510,0.334
322,多村仁志,2010,福岡ソフトバンク,140,559,513,74,166,33,1,27,282,89,2,2,0,3,33,10,93,11,0.324,0.550,0.374
322,多村仁志,2011,福岡ソフトバンク,100,356,323,28,78,16,0,4,106,36,1,1,0,1,29,3,66,11,0.241,0.328,0.309
322,多村仁志,2012,福岡ソフトバンク,79,218,200,16,50,9,1,4,73,20,0,1,0,0,18,0,43,7,0.250,0.365,0.312
322,多村仁志,2013,横浜DeNA,96,277,238,26,62,11,1,12,111,39,1,1,0,3,33,3,54,5,0.261,0.466,0.354
322,多村仁志,2014,横浜DeNA,73,166,147,11,40,5,1,4,59,23,0,2,1,1,15,2,23,4,0.272,0.401,0.345
322,多村仁志,2015,横浜DeNA,4,8,7,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.143,0.143,0.250
324,由規,2008,東京ヤクルト,7,10,7,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0.000,0.000,0.000
324,由規,2009,東京ヤクルト,22,38,30,0,0,0,0,0,0,1,0,0,6,1,1,0,19,1,0.000,0.000,0.031
324,由規,2010,東京ヤクルト,25,54,49,0,3,1,0,0,4,2,0,0,4,0,1,0,29,0,0.061,0.082,0.080
324,由規,2011,東京ヤクルト,15,32,28,1,2,0,0,0,2,1,0,0,4,0,0,0,13,0,0.071,0.071,0.071
324,由規,2016,東京ヤクルト,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.000,0.000,0.000
325,石山泰稚,2013,東京ヤクルト,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
325,石山泰稚,2014,東京ヤクルト,35,32,27,0,3,0,0,0,3,0,0,0,4,0,1,0,13,1,0.111,0.111,0.143
325,石山泰稚,2015,東京ヤクルト,21,33,29,0,0,0,0,0,0,0,0,0,4,0,0,0,13,2,0.000,0.000,0.000
325,石山泰稚,2016,東京ヤクルト,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000
